Category,Course Title,Course Code,R1 Points,Course Level,HE Institution,AQA,Year,Points
Business and administration,International Business,AC120,278,8,American College,False,2025,278
Humanities (except languages),Liberal Arts,AC137,293,8,American College,False,2025,293
Arts,First Year Art and Design  (Common Entry -  portfolio),AD101,515,8,National College of Art and Design,False,2025,515
Arts,Graphic Design and Moving Image Design (portfolio),AD102,538,8,National College of Art and Design,False,2025,538
Arts,Textile and Surface Design and Jewellery and Objects (portfolio),AD103,514,8,National College of Art and Design,False,2025,514
Arts,Fine Art and Applied Art (portfolio),AD104,582,8,National College of Art and Design,False,2025,582
Education,Education and Art  or Design (Second Level Teaching - portfolio),AD202,600,8,National College of Art and Design,False,2025,600
Arts,Fashion Design (portfolio),AD211,604,8,National College of Art and Design,False,2025,604
Arts,Product Design (portfolio),AD212,413,8,National College of Art and Design,False,2025,413
Arts,Visual Culture,AD215,316,8,National College of Art and Design,False,2025,316
Arts,Illustration (portfolio),AD217,657,8,National College of Art and Design,False,2025,657
Information and Communication Technologies (ICTs),Interaction Design (portfolio),AD222,400,8,National College of Art and Design,False,2025,400
Health,Health Science with Physiotherapy Studies,AU170,522,6,Atlantic Technological University,False,2025,522
Health,Health Science with Occupational Therapy Studies,AU171,490,6,Atlantic Technological University,False,2025,490
Health,Health Science with Dietetics Studies,AU172,359,6,Atlantic Technological University,False,2025,359
Health,Dental Nursing,AU173,232,6,Atlantic Technological University,False,2025,232
Health,Pharmacy Technician,AU174,232,6,Atlantic Technological University,False,2025,232
Welfare,"Early Childhood Care, Health and Education",AU190,163,6,Atlantic Technological University,False,2025,163
Business and administration,Business - Common Entry,AU200,178,7,Atlantic Technological University,False,2025,178
Law,Law with Criminal Justice,AU210,232,7,Atlantic Technological University,False,2025,232
Personal services,Culinary Arts,AU220,187,7,Atlantic Technological University,False,2025,187
Personal services,Tourism and Hospitality Operations,AU221,262,7,Atlantic Technological University,False,2025,262
Personal services,Sport and Exercise,AU222,224,7,Atlantic Technological University,False,2025,224
Arts,Design - common entry,AU234,227,7,Atlantic Technological University,False,2025,227
Architecture and construction,Quantity Surveying,AU240,260,7,Atlantic Technological University,False,2025,260
Architecture and construction,Civil Engineering,AU241,298,7,Atlantic Technological University,False,2025,298
Architecture and construction,Construction - Common Entry,AU242,251,7,Atlantic Technological University,False,2025,251
Architecture and construction,Building Engineering - Common Entry,AU243,208,7,Atlantic Technological University,False,2025,208
Engineering and engineering trades,Mechanical Engineering,AU251,271,7,Atlantic Technological University,False,2025,271
Information and Communication Technologies (ICTs),Computer Games Development,AU260,268,7,Atlantic Technological University,False,2025,268
Information and Communication Technologies (ICTs),Computing,AU261,243,7,Atlantic Technological University,False,2025,243
Information and Communication Technologies (ICTs),Cybersecurity and Digital Forensics,AU262,242,7,Atlantic Technological University,False,2025,242
Biological and related sciences,Science - Common Entry,AU270,208,7,Atlantic Technological University,False,2025,208
Veterinary,Veterinary Nursing,AU271,409,7,Atlantic Technological University,False,2025,409
Agriculture,Agriculture,AU272,251,7,Atlantic Technological University,False,2025,251
,Inclusive Practice for Special Needs Assistance,AU290,232,7,Atlantic Technological University,False,2025,232
Business and administration,Business - Accounting,AU300,326,8,Atlantic Technological University,False,2025,326
Business and administration,Business,AU301,287,8,Atlantic Technological University,False,2025,287
Business and administration,Marketing with Online Technologies,AU302,300,8,Atlantic Technological University,False,2025,300
Law,LLB (Law),AU310,326,8,Atlantic Technological University,False,2025,326
Law,Corporate Law,AU311,301,8,Atlantic Technological University,False,2025,301
Arts,Communications with English,AU312,316,8,Atlantic Technological University,False,2025,316
Personal services,Sports and Exercise - Common Entry,AU320,300,8,Atlantic Technological University,False,2025,300
Personal services,Athletic Therapy and Exercise Rehabilitation,AU321,365,8,Atlantic Technological University,False,2025,365
Personal services,Hospitality Management,AU322,296,8,Atlantic Technological University,False,2025,296
Arts,Animation,AU331,301,8,Atlantic Technological University,False,2025,301
Arts,Film and Media Production,AU332,302,8,Atlantic Technological University,False,2025,302
Arts,Graphic Design and Illustration,AU333,309,8,Atlantic Technological University,False,2025,309
Arts,Fashion Design with Promotion,AU334,346,8,Atlantic Technological University,False,2025,346
Architecture and construction,Fire Safety Engineering,AU340,301,8,Atlantic Technological University,False,2025,301
Architecture and construction,Quantity Surveying,AU341,347,8,Atlantic Technological University,False,2025,347
Architecture and construction,Construction Management,AU342,327,8,Atlantic Technological University,False,2025,327
Architecture and construction,Architectural Technology,AU343,330,8,Atlantic Technological University,False,2025,330
Engineering and engineering trades,Mechanical Engineering,AU350,384,8,Atlantic Technological University,False,2025,384
Engineering and engineering trades,Electronic Engineering,AU351,307,8,Atlantic Technological University,False,2025,307
Engineering and engineering trades,Electric Vehicle Engineering,AU354,320,8,Atlantic Technological University,False,2025,320
Information and Communication Technologies (ICTs),Applied Computing,AU360,353,8,Atlantic Technological University,False,2025,353
Information and Communication Technologies (ICTs),Computer Science,AU361,307,8,Atlantic Technological University,False,2025,307
Information and Communication Technologies (ICTs),Cyberpsychology,AU362,300,8,Atlantic Technological University,False,2025,300
Information and Communication Technologies (ICTs),Computing in Data Science and Artificial Intelligence,AU363,371,8,Atlantic Technological University,False,2025,371
Biological and related sciences,Food Science and Nutrition,AU370,310,8,Atlantic Technological University,False,2025,310
Agriculture,Agriculture - Common Entry,AU371,312,8,Atlantic Technological University,False,2025,312
Biological and related sciences,Bioanalytical Science,AU372,348,8,Atlantic Technological University,False,2025,348
Biological and related sciences,Pharmaceutical and Medicinal Science,AU373,319,8,Atlantic Technological University,False,2025,319
Health,Physiotherapy,AU374,,8,Atlantic Technological University,False,2025,
Health,General Nursing,AU380,340,8,Atlantic Technological University,False,2025,340
Health,Mental Health Nursing,AU381,270,8,Atlantic Technological University,False,2025,270
Health,Intellectual Disability Nursing,AU382,288,8,Atlantic Technological University,False,2025,288
Welfare,"Early Childhood Care, Health and Education",AU390,301,8,Atlantic Technological University,False,2025,301
Welfare,Health and Social Care,AU391,306,8,Atlantic Technological University,False,2025,306
Business and administration,Business,AU401,170,6,Atlantic Technological University,False,2025,170
Social and behavioural sciences,Heritage,AU425,204,6,Atlantic Technological University,False,2025,204
Personal services,Business in Tourism,AU426,196,6,Atlantic Technological University,False,2025,196
Personal services,Culinary Arts Professional Chef Programme,AU429,188,6,Atlantic Technological University,False,2025,188
Education,Early Childhood Education and Care,AU491,163,6,Atlantic Technological University,False,2025,163
Business and administration,Business,AU501,233,7,Atlantic Technological University,False,2025,233
Information and Communication Technologies (ICTs),Business Information Systems,AU502,232,7,Atlantic Technological University,False,2025,232
Business and administration,Marketing and Sales,AU503,238,7,Atlantic Technological University,False,2025,238
Agriculture,Agri-Business Management,AU506,,7,Atlantic Technological University,False,2025,
Arts,Art (portfolio),AU518,679,7,Atlantic Technological University,False,2025,679
Arts,Design - Common Entry,AU519,241,7,Atlantic Technological University,False,2025,241
Manufacturing and processing,Gastronomy Science and Food Innovation,AU531,282,7,Atlantic Technological University,False,2025,282
Personal services,"Tourism, Hospitality & Event Management - Common Entry",AU532,233,7,Atlantic Technological University,False,2025,233
Architecture and construction,Construction Management,AU535,297,7,Atlantic Technological University,False,2025,297
Architecture and construction,Quantity Surveying and Construction Economics,AU536,,7,Atlantic Technological University,False,2025,
Architecture and construction,Architectural Technology,AU537,254,7,Atlantic Technological University,False,2025,254
Architecture and construction,Civil Engineering,AU538,300,7,Atlantic Technological University,False,2025,300
Engineering and engineering trades,Software and Electronic Engineering,AU542,262,7,Atlantic Technological University,False,2025,262
Engineering and engineering trades,Mechanical Engineering,AU545,283,7,Atlantic Technological University,False,2025,283
Engineering and engineering trades,Biomedical Engineering,AU547,308,7,Atlantic Technological University,False,2025,308
Engineering and engineering trades,Engineering - Common Entry,AU549,300,7,Atlantic Technological University,False,2025,300
Biological and related sciences,Applied Freshwater and Marine Biology,AU555,302,7,Atlantic Technological University,False,2025,302
Biological and related sciences,Science - undenominated,AU556,289,7,Atlantic Technological University,False,2025,289
Agriculture,Agriculture and Environmental Management,AU557,261,7,Atlantic Technological University,False,2025,261
Environment,Chemical and Pharmaceutical Science,AU568,281,7,Atlantic Technological University,False,2025,281
Biological and related sciences,Applied Biology and Biopharmaceutical Science,AU569,295,7,Atlantic Technological University,False,2025,295
Physical sciences,Physics and Instrumentation,AU575,,7,Atlantic Technological University,False,2025,
Information and Communication Technologies (ICTs),Computing in Software Development,AU576,252,7,Atlantic Technological University,False,2025,252
Information and Communication Technologies (ICTs),Computing and Digital Media,AU577,251,7,Atlantic Technological University,False,2025,251
Arts,"Furniture Design, Making and Technology - Common Entry",AU583,351,7,Atlantic Technological University,False,2025,351
Personal services,Outdoor Education and Leisure,AU590,220,7,Atlantic Technological University,False,2025,220
Welfare,Applied Social Care,AU593,231,7,Atlantic Technological University,False,2025,231
Business and administration,Accounting,AU600,325,8,Atlantic Technological University,False,2025,325
Business and administration,Business,AU601,280,8,Atlantic Technological University,False,2025,280
Information and Communication Technologies (ICTs),Business Information Systems,AU602,320,8,Atlantic Technological University,False,2025,320
Business and administration,Marketing and Sales,AU603,300,8,Atlantic Technological University,False,2025,300
Business and administration,Finance and Economics,AU604,307,8,Atlantic Technological University,False,2025,307
Business and administration,Business with Entrepreneurship,AU605,300,8,Atlantic Technological University,False,2025,300
Agriculture,Agri-Business Management,AU606,300,8,Atlantic Technological University,False,2025,300
Business and administration,Digital Accounting,AU607,349,8,Atlantic Technological University,False,2025,349
Arts,Film and Documentary,AU615,302,8,Atlantic Technological University,False,2025,302
Arts,"Communications, Media and Storytelling",AU616,301,8,Atlantic Technological University,False,2025,301
Arts,Animation and Game Design,AU617,400,8,Atlantic Technological University,False,2025,400
Arts,Art (portfolio),AU618,926,8,Atlantic Technological University,False,2025,926
Education,Education (Art and Design and Communication Graphics),AU620,400,8,Atlantic Technological University,False,2025,400
Arts,Textile and Fashion Design,AU621,317,8,Atlantic Technological University,False,2025,317
Arts,Interior Design,AU622,311,8,Atlantic Technological University,False,2025,311
Arts,Graphic Design and Illustration,AU623,316,8,Atlantic Technological University,False,2025,316
Arts,Product Design,AU624,309,8,Atlantic Technological University,False,2025,309
Social and behavioural sciences,Heritage,AU625,340,8,Atlantic Technological University,False,2025,340
Personal services,International Tourism Management,AU628,316,8,Atlantic Technological University,False,2025,316
Personal services,Event Management with Public Relations,AU629,288,8,Atlantic Technological University,False,2025,288
Personal services,International Hotel and Hospitality Management,AU630,300,8,Atlantic Technological University,False,2025,300
Manufacturing and processing,Gastronomy Science and Food Innovation,AU631,300,8,Atlantic Technological University,False,2025,300
Architecture and construction,Construction Management,AU635,351,8,Atlantic Technological University,False,2025,351
Architecture and construction,Quantity Surveying and Construction Economics,AU636,350,8,Atlantic Technological University,False,2025,350
Architecture and construction,Architectural Technology,AU637,339,8,Atlantic Technological University,False,2025,339
Architecture and construction,Civil Engineering,AU638,440,8,Atlantic Technological University,False,2025,440
Engineering and engineering trades,Software and Electronic Engineering,AU642,300,8,Atlantic Technological University,False,2025,300
Engineering and engineering trades,Mechanical Engineering,AU645,441,8,Atlantic Technological University,False,2025,441
Engineering and engineering trades,Energy Engineering,AU646,320,8,Atlantic Technological University,False,2025,320
Engineering and engineering trades,Biomedical Engineering,AU647,420,8,Atlantic Technological University,False,2025,420
Engineering and engineering trades,Agricultural Engineering,AU648,326,8,Atlantic Technological University,False,2025,326
Engineering and engineering trades,Engineering - Common Entry,AU649,465,8,Atlantic Technological University,False,2025,465
Manufacturing and processing,Manufacturing Engineering Design,AU650,327,8,Atlantic Technological University,False,2025,327
Biological and related sciences,Applied Freshwater and Marine Biology,AU655,400,8,Atlantic Technological University,False,2025,400
Biological and related sciences,Science - undenominated,AU656,376,8,Atlantic Technological University,False,2025,376
Agriculture,Agriculture and Environmental Management,AU657,310,8,Atlantic Technological University,False,2025,310
Personal services,Sport and Exercise Science,AU662,400,8,Atlantic Technological University,False,2025,400
Biological and related sciences,Public Health Nutrition,AU663,340,8,Atlantic Technological University,False,2025,340
Education,Sports Coaching,AU664,307,8,Atlantic Technological University,False,2025,307
Environment,Chemical and Pharmaceutical Science,AU668,409,8,Atlantic Technological University,False,2025,409
Physical sciences,Forensic Science and Analysis,AU669,419,8,Atlantic Technological University,False,2025,419
Biological and related sciences,Applied Biology and Biopharmaceutical Science,AU670,402,8,Atlantic Technological University,False,2025,402
Health,Medical Science,AU671,485,8,Atlantic Technological University,False,2025,485
Physical sciences,Physics and Instrumentation,AU675,333,8,Atlantic Technological University,False,2025,333
Information and Communication Technologies (ICTs),Computing in Software Development,AU676,321,8,Atlantic Technological University,False,2025,321
Information and Communication Technologies (ICTs),Computing and Digital Media,AU677,327,8,Atlantic Technological University,False,2025,327
Education,"Education (Design, Graphics and Construction)",AU680,410,8,Atlantic Technological University,False,2025,410
Arts,Furniture Design and Manufacture,AU681,409,8,Atlantic Technological University,False,2025,409
Arts,Furniture Making and Architectural Woodworking,AU682,401,8,Atlantic Technological University,False,2025,401
Arts,Furniture Design Making and Technology - Common Entry,AU683,403,8,Atlantic Technological University,False,2025,403
Health,General Nursing,AU690,349,8,Atlantic Technological University,False,2025,349
Health,Mental Health Nursing,AU691,271,8,Atlantic Technological University,False,2025,271
Humanities (except languages),Geography and Outdoor Education,AU693,307,8,Atlantic Technological University,False,2025,307
Humanities (except languages),History and Geography,AU694,317,8,Atlantic Technological University,False,2025,317
Education,Early Childhood Education and Care,AU695,303,8,Atlantic Technological University,False,2025,303
Welfare,Applied Social Care,AU696,310,8,Atlantic Technological University,False,2025,310
Social and behavioural sciences,Psychology,AU698,352,8,Atlantic Technological University,False,2025,352
Personal services,Outdoor and Environmental Education - Common Entry,AU699,367,8,Atlantic Technological University,False,2025,367
Information and Communication Technologies (ICTs),Computing,AU725,186,6,Atlantic Technological University,False,2025,186
Biological and related sciences,Science,AU730,161,6,Atlantic Technological University,False,2025,161
Business and administration,Business,AU800,179,7,Atlantic Technological University,False,2025,179
Business and administration,Marketing,AU802,232,7,Atlantic Technological University,False,2025,232
Personal services,International Tourism and Event Management,AU803,226,7,Atlantic Technological University,False,2025,226
Personal services,Applied Sport with Business,AU804,223,7,Atlantic Technological University,False,2025,223
Architecture and construction,Interior Architecture and Design,AU820,271,7,Atlantic Technological University,False,2025,271
Arts,Creative Design,AU821,225,7,Atlantic Technological University,False,2025,225
Arts,Fine Art (portfolio),AU822,256,7,Atlantic Technological University,False,2025,256
Arts,Performing Arts,AU823,233,7,Atlantic Technological University,False,2025,233
Engineering and engineering trades,Engineering - Common  Entry,AU830,270,7,Atlantic Technological University,False,2025,270
Engineering and engineering trades,Mechatronic Engineering,AU831,309,7,Atlantic Technological University,False,2025,309
Engineering and engineering trades,Mechanical Engineering,AU833,271,7,Atlantic Technological University,False,2025,271
Architecture and construction,Civil Engineering,AU835,291,7,Atlantic Technological University,False,2025,291
Architecture and construction,Quantity Surveying,AU836,260,7,Atlantic Technological University,False,2025,260
Architecture and construction,Advanced Wood and Sustainable Building Technology,AU837,235,7,Atlantic Technological University,False,2025,235
Information and Communication Technologies (ICTs),Computing - Common Entry,AU845,249,7,Atlantic Technological University,False,2025,249
Information and Communication Technologies (ICTs),Computer Networks and Cyber Security,AU846,241,7,Atlantic Technological University,False,2025,241
Information and Communication Technologies (ICTs),Software Development,AU847,223,7,Atlantic Technological University,False,2025,223
Information and Communication Technologies (ICTs),Games Development,AU848,260,7,Atlantic Technological University,False,2025,260
Environment,Environmental Science with Ecology,AU855,242,7,Atlantic Technological University,False,2025,242
Hygiene and occupational health services,Occupational Safety and Health,AU856,242,7,Atlantic Technological University,False,2025,242
Physical sciences,Pharmaceutical Science with Drug Development,AU857,263,7,Atlantic Technological University,False,2025,263
Health,Biomedical Science,AU858,243,7,Atlantic Technological University,False,2025,243
Biological and related sciences,Forensic Investigation and Analysis,AU859,244,7,Atlantic Technological University,False,2025,244
Health,Health Science and Physiology,AU861,271,7,Atlantic Technological University,False,2025,271
Health,Human Nutrition,AU862,261,7,Atlantic Technological University,False,2025,261
Business and administration,Business,AU900,281,8,Atlantic Technological University,False,2025,281
Business and administration,Business and ICT,AU901,326,8,Atlantic Technological University,False,2025,326
Business and administration,Accounting,AU902,320,8,Atlantic Technological University,False,2025,320
Personal services,Sport with Business,AU903,307,8,Atlantic Technological University,False,2025,307
Business and administration,Marketing,AU904,300,8,Atlantic Technological University,False,2025,300
Personal services,Tourism and Event Management,AU905,288,8,Atlantic Technological University,False,2025,288
Languages,Business and Irish,AU906,386,8,Atlantic Technological University,False,2025,386
Law,Law and Business,AU915,316,8,Atlantic Technological University,False,2025,316
Social and behavioural sciences,Sociology and Politics,AU916,326,8,Atlantic Technological University,False,2025,326
Social and behavioural sciences,English and Psychology,AU917,351,8,Atlantic Technological University,False,2025,351
Welfare,Social Care Practice,AU918,303,8,Atlantic Technological University,False,2025,303
Welfare,Early Education and Care,AU919,301,8,Atlantic Technological University,False,2025,301
Architecture and construction,Architecture,AU925,420,8,Atlantic Technological University,False,2025,420
Architecture and construction,Interior Architecture and Design,AU926,400,8,Atlantic Technological University,False,2025,400
Arts,Creative Design,AU927,305,8,Atlantic Technological University,False,2025,305
Arts,Fine Art (portfolio),AU928,378,8,Atlantic Technological University,False,2025,378
Languages,Writing and Literature,AU929,317,8,Atlantic Technological University,False,2025,317
Languages,Writing and Literature (online),AU930,337,8,Atlantic Technological University,False,2025,337
Arts,Performing Arts,AU931,309,8,Atlantic Technological University,False,2025,309
Engineering and engineering trades,Engineering - Common  Entry,AU940,401,8,Atlantic Technological University,False,2025,401
Engineering and engineering trades,Mechanical Engineering,AU943,409,8,Atlantic Technological University,False,2025,409
Architecture and construction,Civil Engineering,AU944,424,8,Atlantic Technological University,False,2025,424
Architecture and construction,Quantity Surveying,AU945,344,8,Atlantic Technological University,False,2025,344
Architecture and construction,Construction Project Management and Applied Technology,AU946,300,8,Atlantic Technological University,False,2025,300
Information and Communication Technologies (ICTs),Computing - Common Entry,AU955,308,8,Atlantic Technological University,False,2025,308
Information and Communication Technologies (ICTs),Computer Networks and Cyber Security,AU956,300,8,Atlantic Technological University,False,2025,300
Information and Communication Technologies (ICTs),Software Development,AU957,322,8,Atlantic Technological University,False,2025,322
Biological and related sciences,Science - Common Entry,AU965,357,8,Atlantic Technological University,False,2025,357
Environment,Environmental Science with Ecology,AU966,307,8,Atlantic Technological University,False,2025,307
Hygiene and occupational health services,Occupational Safety and Health,AU967,300,8,Atlantic Technological University,False,2025,300
Physical sciences,Pharmaceutical Science with Drug Development,AU968,319,8,Atlantic Technological University,False,2025,319
Health,Biomedical Science,AU969,336,8,Atlantic Technological University,False,2025,336
Biological and related sciences,Forensic Investigation and Analysis,AU970,320,8,Atlantic Technological University,False,2025,320
Health,Health Science and Physical Activity,AU971,338,8,Atlantic Technological University,False,2025,338
Health,Human Nutrition,AU972,349,8,Atlantic Technological University,False,2025,349
Health,Clinical Measurement Physiology,AU973,462,8,Atlantic Technological University,False,2025,462
Health,Pharmacy,AU975,,8,Atlantic Technological University,False,2025,
Education,"Education, Home Economics and Biology - with concurrent Teacher Education",AU985,453,8,Atlantic Technological University,False,2025,453
Education,"Education, Home Economics and Religious Ed - with concurrent Teacher Education",AU986,400,8,Atlantic Technological University,False,2025,400
Education,"Education, Home Economics and Irish - with concurrent Teacher Education",AU987,398,8,Atlantic Technological University,False,2025,398
Education,"Education, Home Economics - with concurrent Teacher Education",AU988,408,8,Atlantic Technological University,False,2025,408
Business and administration,"Nutrition, Food and Business Management",AU989,337,8,Atlantic Technological University,False,2025,337
Biological and related sciences,Home Economics,AU990,301,8,Atlantic Technological University,False,2025,301
Health,General Nursing,AU991,369,8,Atlantic Technological University,False,2025,369
Health,Intellectual Disability Nursing,AU992,270,8,Atlantic Technological University,False,2025,270
Business and administration,Business,BY001,253,8,IBAT College Dublin,False,2025,253
Business and administration,Business,BY002,145,7,IBAT College Dublin,False,2025,145
Arts,Arts - 3 years,CK101,300,8,University College Cork (NUI),False,2025,300
Social and behavioural sciences,Social Science - 3 years or 4 years (International Pathway),CK102,400,8,University College Cork (NUI),False,2025,400
Arts,"Arts - Music - 3 years or 4 years  (BMus or Chinese/European/International Pathway,interview,audition)",CK104,338,8,University College Cork (NUI),False,2025,338
Arts,Film and Screen Media - 3 years or 4 years (International Pathway),CK105,390,8,University College Cork (NUI),False,2025,390
Languages,Arts International - 4 years,CK108,401,8,University College Cork (NUI),False,2025,401
Languages,English - 3 years or 4 years (International Pathway),CK109,366,8,University College Cork (NUI),False,2025,366
Languages,World Languages,CK110,403,8,University College Cork (NUI),False,2025,403
Welfare,Early Years and Childhood Studies,CK111,368,8,University College Cork (NUI),False,2025,368
Arts,"Theatre and Performative Practices - 3 years or 4 years (International Pathway,audition)",CK112,384,8,University College Cork (NUI),False,2025,384
Social and behavioural sciences,Criminology - 3 years or 4 years (International Pathway),CK113,419,8,University College Cork (NUI),False,2025,419
Welfare,"Social Science (Youth and Community Work,interview)",CK114,317,8,University College Cork (NUI),False,2025,317
Welfare,Social Work - Mature Applicants only,CK115,,8,University College Cork (NUI),False,2025,
Arts,Digital Humanities and Information Technology - 3 years or 4 years (Work Experience or International Pathway),CK118,300,8,University College Cork (NUI),False,2025,300
Social and behavioural sciences,Applied Psychology,CK120,536,8,University College Cork (NUI),False,2025,536
Social and behavioural sciences,Psychology and Computing - 3 years or 4 years (Work Experience Pathway),CK121,409,8,University College Cork (NUI),False,2025,409
Social and behavioural sciences,Government and Political Science,CK122,411,8,University College Cork (NUI),False,2025,411
Humanities (except languages),Anthropology - 3 years or 4 years (International Pathway),CK123,301,8,University College Cork (NUI),False,2025,301
Education,Education - Gaeilge,CK124,398,8,University College Cork (NUI),False,2025,398
Education,"Physical Education, Sports Studies and Arts",CK125,521,8,University College Cork (NUI),False,2025,521
Business and administration,Commerce,CK201,511,8,University College Cork (NUI),False,2025,511
Business and administration,Accounting,CK202,510,8,University College Cork (NUI),False,2025,510
Information and Communication Technologies (ICTs),Business Information Systems,CK203,463,8,University College Cork (NUI),False,2025,463
Business and administration,Finance,CK204,578,8,University College Cork (NUI),False,2025,578
Social and behavioural sciences,Applied Economics,CK212,498,8,University College Cork (NUI),False,2025,498
Business and administration,Food Marketing and Entrepreneurship,CK213,466,8,University College Cork (NUI),False,2025,466
Business and administration,International Business with Languages,CK215,463,8,University College Cork (NUI),False,2025,463
Law,Law (Pathways) - 3 years or 4 years,CK301,532,8,University College Cork (NUI),False,2025,532
Law,Law and French,CK302,532,8,University College Cork (NUI),False,2025,532
Law,Law and Irish,CK304,542,8,University College Cork (NUI),False,2025,542
Law,Law and Business,CK307,566,8,University College Cork (NUI),False,2025,566
Information and Communication Technologies (ICTs),Computer Science,CK401,456,8,University College Cork (NUI),False,2025,456
Biological and related sciences,Biological and Chemical Sciences,CK402,532,8,University College Cork (NUI),False,2025,532
Biological and related sciences,"Biological, Environmental and Geological Sciences",CK404,495,8,University College Cork (NUI),False,2025,495
Biological and related sciences,Genetics,CK405,521,8,University College Cork (NUI),False,2025,521
Physical sciences,Chemical Sciences,CK406,510,8,University College Cork (NUI),False,2025,510
Mathematics and statistics,Mathematical Sciences,CK407,577,8,University College Cork (NUI),False,2025,577
Physical sciences,Physics and Astrophysics,CK408,565,8,University College Cork (NUI),False,2025,565
Information and Communication Technologies (ICTs),Data Science and Analytics,CK411,469,8,University College Cork (NUI),False,2025,469
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,CK412,484,8,University College Cork (NUI),False,2025,484
Education,Science Education,CK413,520,8,University College Cork (NUI),False,2025,520
Biological and related sciences,Nutritional Sciences,CK504,518,8,University College Cork (NUI),False,2025,518
Manufacturing and processing,Food Science,CK505,453,8,University College Cork (NUI),False,2025,453
Engineering and engineering trades,Engineering,CK600,543,8,University College Cork (NUI),False,2025,543
Architecture and construction,Architecture - Offered jointly by UCC and MTU,CK606,532,8,University College Cork (NUI),False,2025,532
Health,Medicine (Undergraduate Entry - HPAT required),CK701,730,8,University College Cork (NUI),False,2025,730
Health,Dentistry,CK702,613,8,University College Cork (NUI),False,2025,613
Health,Pharmacy,CK703,602,8,University College Cork (NUI),False,2025,602
Health,Occupational Therapy,CK704,566,8,University College Cork (NUI),False,2025,566
Health,Speech and Language Therapy,CK705,552,8,University College Cork (NUI),False,2025,552
Health,Public Health Sciences,CK706,414,8,University College Cork (NUI),False,2025,414
Health,Medical and Health Sciences,CK707,532,8,University College Cork (NUI),False,2025,532
Health,Paramedicine,CK708,496,8,University College Cork (NUI),False,2025,496
Health,General Nursing,CK710,452,8,University College Cork (NUI),False,2025,452
Health,Children`s and General Nursing (Integrated),CK712,522,8,University College Cork (NUI),False,2025,522
Health,Mental Health Nursing,CK720,400,8,University College Cork (NUI),False,2025,400
Health,Intellectual Disability Nursing,CK730,356,8,University College Cork (NUI),False,2025,356
Health,Midwifery,CK740,441,8,University College Cork (NUI),False,2025,441
Health,Medicine (Graduate Entry - GAMSAT required),CK791,57,8,University College Cork (NUI),False,2025,57
Education,Education - Primary Teaching,CM001,473,8,Marino Institute of Education,False,2025,473
Education,Education - Primary Teaching - Gaeltacht Applicants,CM002,440,8,Marino Institute of Education,False,2025,440
Education,Oideachas - Bunmhúinteoireacht - Trí Mheán na Gaeilge (TEG),CM003,502,8,Marino Institute of Education,False,2025,502
Education,Oideachas - Bunmhúinteoireacht - Trí Mheán na Gaeilge (daltaí Gaeltachta - TEG),CM004,496,8,Marino Institute of Education,False,2025,496
Education,Education Studies,CM010,320,8,Marino Institute of Education,False,2025,320
Education,Early Childhood Education,CM020,346,8,Marino Institute of Education,False,2025,346
Information and Communication Technologies (ICTs),Computing and IT,CT125,229,8,CCT College Dublin,False,2025,229
Business and administration,Business,CT325,275,8,CCT College Dublin,False,2025,275
Information and Communication Technologies (ICTs),Computing,DB500,398,8,Dublin Business School,False,2025,398
Information and Communication Technologies (ICTs),Computing (Data Analytics and Big Data),DB502,252,8,Dublin Business School,False,2025,252
Information and Communication Technologies (ICTs),Computing (Software Development),DB503,275,8,Dublin Business School,False,2025,275
Arts,Audio Production and Music Project Management,DB510,273,8,Dublin Business School,False,2025,273
Business and administration,Business Studies,DB512,263,8,Dublin Business School,False,2025,263
Business and administration,Business Studies (Law),DB514,260,8,Dublin Business School,False,2025,260
Business and administration,Business Studies (Human Resource Management),DB515,236,8,Dublin Business School,False,2025,236
Business and administration,Marketing (Event Management),DB517,282,8,Dublin Business School,False,2025,282
Business and administration,Marketing (Digital Marketing),DB518,261,8,Dublin Business School,False,2025,261
Business and administration,Global Business,DB520,308,8,Dublin Business School,False,2025,308
Business and administration,Accounting and Finance,DB521,269,8,Dublin Business School,False,2025,269
Information and Communication Technologies (ICTs),Business (Information Systems),DB524,,8,Dublin Business School,False,2025,
Information and Communication Technologies (ICTs),Business (Cloud Computing),DB526,,8,Dublin Business School,False,2025,
Business and administration,Marketing,DB531,293,8,Dublin Business School,False,2025,293
Arts,Sound Engineering and Music Production,DB534,215,6,Dublin Business School,False,2025,215
Environment,Sustainability,DB535,330,8,Dublin Business School,False,2025,330
Social and behavioural sciences,Psychology,DB562,260,8,Dublin Business School,False,2025,260
Social and behavioural sciences,Social Science,DB566,271,8,Dublin Business School,False,2025,271
Arts,Film and Creative Media,DB567,255,8,Dublin Business School,False,2025,255
Law,Law,DB568,247,8,Dublin Business School,False,2025,247
Business and administration,Business (Psychology),DB569,253,8,Dublin Business School,False,2025,253
Business and administration,Business Studies,DB571,108,7,Dublin Business School,False,2025,108
Business and administration,Business in Accounting,DB572,227,7,Dublin Business School,False,2025,227
Business and administration,Business in Marketing,DB573,126,7,Dublin Business School,False,2025,126
Arts,Film and Creative Media,DB576,108,7,Dublin Business School,False,2025,108
Education,Education - Early Childhood Education,DC001,420,8,Dublin City University,False,2025,420
