Course Code,Course Title,HE Institution,Course Level,Category,2021,2022,2023,2024,2025,2026
CK405,Genetics,University College Cork (NUI),8,Biological and related sciences,543.0,543.0,509.0,521.0,521.0,521.0
CK406,Chemical Sciences,University College Cork (NUI),8,Physical sciences,532.0,543.0,519.0,521.0,510.0,510.0
CK407,Mathematical Sciences,University College Cork (NUI),8,Mathematics and statistics,566.0,578.0,556.0,566.0,577.0,589.0
CK408,Physics and Astrophysics,University College Cork (NUI),8,Physical sciences,566.0,578.0,567.0,590.0,565.0,582.0
CK411,Data Science and Analytics,University College Cork (NUI),8,Information and Communication Technologies (ICTs),531.0,467.0,445.0,427.0,469.0,456.0
CK412,Agricultural Science,University College Cork (NUI),8,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",506.0,487.0,496.0,446.0,484.0,478.0
CK413,Science Education,University College Cork (NUI),8,Education,,,520.0,517.0,520.0,474.0
CK504,Nutritional Sciences,University College Cork (NUI),8,Biological and related sciences,555.0,532.0,511.0,531.0,518.0,522.0
CK505,Food Science,University College Cork (NUI),8,Manufacturing and processing,463.0,452.0,407.0,440.0,453.0,456.0
CK600,Engineering,University College Cork (NUI),8,Engineering and engineering trades,510.0,510.0,520.0,509.0,543.0,540.0
CK606,Architecture - Offered jointly by UCC and MTU,University College Cork (NUI),8,Architecture and construction,543.0,544.0,532.0,522.0,532.0,544.0
CK701,Medicine (Undergraduate Entry - HPAT required),University College Cork (NUI),8,Health,738.0,738.0,732.0,730.0,730.0,735.0
CK702,Dentistry,University College Cork (NUI),8,Health,625.0,625.0,625.0,618.0,613.0,625.0
CK703,Pharmacy,University College Cork (NUI),8,Health,613.0,613.0,613.0,613.0,602.0,590.0
CK704,Occupational Therapy,University College Cork (NUI),8,Health,601.0,577.0,577.0,566.0,566.0,566.0
CK705,Speech and Language Therapy,University College Cork (NUI),8,Health,568.0,577.0,555.0,564.0,552.0,555.0
CK706,Public Health Sciences,University College Cork (NUI),8,Health,500.0,455.0,423.0,398.0,414.0,476.0
CK707,Medical and Health Sciences,University College Cork (NUI),8,Health,578.0,566.0,544.0,532.0,532.0,512.0
CK708,Paramedicine,University College Cork (NUI),8,Health,,,,487.0,496.0,499.0
CK710,General Nursing,University College Cork (NUI),8,Health,498.0,464.0,424.0,440.0,452.0,463.0
CK712,Children`s and General Nursing (Integrated),University College Cork (NUI),8,Health,565.0,554.0,520.0,528.0,522.0,523.0
CK720,Mental Health Nursing,University College Cork (NUI),8,Health,455.0,430.0,367.0,409.0,400.0,412.0
CK730,Intellectual Disability Nursing,University College Cork (NUI),8,Health,431.0,419.0,319.0,369.0,356.0,387.0
CK740,Midwifery,University College Cork (NUI),8,Health,509.0,495.0,433.0,444.0,441.0,451.0
CK791,Medicine (Graduate Entry - GAMSAT required),University College Cork (NUI),8,Health,60.0,58.0,,55.0,57.0,58.0
CM001,Education - Primary Teaching,Marino Institute of Education,8,Education,508.0,496.0,477.0,473.0,473.0,462.0
CM002,Education - Primary Teaching - Gaeltacht Applicants,Marino Institute of Education,8,Education,462.0,462.0,451.0,455.0,440.0,432.0
CM003,Oideachas - Bunmhúinteoireacht - Trí Mheán na Gaeilge (TEG),Marino Institute of Education,8,Education,513.0,535.0,462.0,507.0,502.0,503.0
CM004,Oideachas - Bunmhúinteoireacht - Trí Mheán na Gaeilge (daltaí Gaeltachta - TEG),Marino Institute of Education,8,Education,480.0,514.0,459.0,471.0,496.0,470.0
CM010,Education Studies,Marino Institute of Education,8,Education,382.0,318.0,317.0,317.0,320.0,316.0
CM020,Early Childhood Education,Marino Institute of Education,8,Education,317.0,316.0,316.0,336.0,346.0,346.0
CT125,Computing and IT,CCT College Dublin,8,Information and Communication Technologies (ICTs),242.0,249.0,220.0,225.0,229.0,252.0
CT325,Business,CCT College Dublin,8,Business and administration,253.0,219.0,488.0,318.0,275.0,299.0
DB500,Computing,Dublin Business School,8,Information and Communication Technologies (ICTs),234.0,245.0,369.0,411.0,398.0,244.0
DB502,Computing (Data Analytics and Big Data),Dublin Business School,8,Information and Communication Technologies (ICTs),267.0,353.0,407.0,298.0,252.0,
DB503,Computing (Software Development),Dublin Business School,8,Information and Communication Technologies (ICTs),,269.0,315.0,341.0,275.0,
DB510,Audio Production and Music Project Management,Dublin Business School,8,Arts,217.0,238.0,235.0,308.0,273.0,228.0
DB512,Business Studies,Dublin Business School,8,Business and administration,243.0,253.0,252.0,244.0,263.0,263.0
DB514,Business Studies (Law),Dublin Business School,8,Business and administration,239.0,280.0,279.0,220.0,260.0,279.0
DB515,Business Studies (Human Resource Management),Dublin Business School,8,Business and administration,242.0,308.0,266.0,235.0,236.0,251.0
DB517,Marketing (Event Management),Dublin Business School,8,Business and administration,233.0,230.0,272.0,271.0,282.0,260.0
DB518,Marketing (Digital Marketing),Dublin Business School,8,Business and administration,307.0,254.0,253.0,281.0,261.0,261.0
DB520,Global Business,Dublin Business School,8,Business and administration,,289.0,319.0,297.0,308.0,240.0
DB521,Accounting and Finance,Dublin Business School,8,Business and administration,243.0,225.0,243.0,269.0,269.0,244.0
DB524,Business (Information Systems),Dublin Business School,8,Information and Communication Technologies (ICTs),247.0,227.0,,298.0,,279.0
DB526,Business (Cloud Computing),Dublin Business School,8,Information and Communication Technologies (ICTs),244.0,336.0,353.0,292.0,,
DB531,Marketing,Dublin Business School,8,Business and administration,288.0,279.0,244.0,244.0,293.0,327.0
DB534,Sound Engineering and Music Production,Dublin Business School,6,Arts,139.0,153.0,145.0,109.0,215.0,109.0
DB535,Sustainability,Dublin Business School,8,Environment,,,,,330.0,389.0
DB562,Psychology,Dublin Business School,8,Social and behavioural sciences,244.0,251.0,252.0,251.0,260.0,245.0
DB566,Social Science,Dublin Business School,8,Social and behavioural sciences,262.0,275.0,261.0,252.0,271.0,246.0
DB567,Film and Creative Media,Dublin Business School,8,Arts,245.0,243.0,253.0,244.0,255.0,271.0
DB568,Law,Dublin Business School,8,Law,254.0,242.0,263.0,261.0,247.0,244.0
DB569,Business (Psychology),Dublin Business School,8,Business and administration,240.0,242.0,261.0,284.0,253.0,262.0
DB571,Business Studies,Dublin Business School,7,Business and administration,113.0,118.0,162.0,144.0,108.0,146.0
DB572,Business in Accounting,Dublin Business School,7,Business and administration,141.0,171.0,145.0,172.0,227.0,178.0
DB573,Business in Marketing,Dublin Business School,7,Business and administration,169.0,207.0,188.0,0.0,126.0,112.0
DB576,Film and Creative Media,Dublin Business School,7,Arts,101.0,117.0,100.0,108.0,108.0,116.0
DC001,Education - Early Childhood Education,Dublin City University,8,Education,445.0,409.0,419.0,420.0,420.0,410.0
DC002,Education - Primary Teaching,Dublin City University,8,Education,518.0,506.0,487.0,480.0,485.0,473.0
DC003,Education - Primary Teaching - Gaeltacht Applicants,Dublin City University,8,Education,489.0,478.0,453.0,410.0,431.0,420.0
DC004,Education - Primary Teaching - CIC (Church of Ireland Centre formerly CICE),Dublin City University,8,Education,451.0,,401.0,402.0,407.0,404.0
DC009,Arts: Joint Honours (Humanities),Dublin City University,8,Arts,356.0,389.0,360.0,368.0,378.0,390.0
DC010,Post Primary Teacher Education - Religious Education and English,Dublin City University,8,Education,384.0,420.0,398.0,420.0,410.0,410.0
DC011,Post Primary Teacher Education - Religious Education and History,Dublin City University,8,Education,409.0,408.0,411.0,418.0,409.0,420.0
DC012,Post Primary Teacher Education - Religious Education and Music,Dublin City University,8,Education,409.0,368.0,420.0,422.0,410.0,440.0
DC013,"Post Primary Teacher Education - Gaeilge and French, German or Spanish",Dublin City University,8,Education,413.0,441.0,442.0,419.0,440.0,423.0
DC014,Jazz and Contemporary Music Performance (audition),Dublin City University,8,Arts,311.0,,305.0,328.0,515.0,367.0
DC015,"Post Primary Teacher Education -  Technology, Engineering and Graphics",Dublin City University,8,Education,,402.0,409.0,400.0,402.0,420.0
DC016,Post Primary Teaching - Home Economics and Technology,Dublin City University,8,Education,,,,,367.0,421.0
DC110,Business Studies International,Dublin City University,8,Business and administration,498.0,499.0,496.0,488.0,498.0,477.0
DC111,Business Studies,Dublin City University,8,Business and administration,511.0,510.0,499.0,508.0,510.0,497.0
DC112,Global Business (France),Dublin City University,8,Business and administration,542.0,565.0,555.0,521.0,543.0,500.0
DC113,Global Business (Germany),Dublin City University,8,Business and administration,484.0,500.0,487.0,477.0,455.0,435.0
DC114,Global Business (Spain),Dublin City University,8,Business and administration,544.0,554.0,566.0,554.0,555.0,543.0
DC115,Accounting and Finance,Dublin City University,8,Business and administration,544.0,529.0,509.0,523.0,532.0,509.0
DC116,Global Business (USA),Dublin City University,8,Business and administration,613.0,625.0,613.0,613.0,617.0,602.0
DC117,Aviation Management / Aviation Management with Pilot Studies/Aviation Management with Air Traffic Controller Studies,Dublin City University,8,Business and administration,484.0,481.0,486.0,498.0,500.0,466.0
DC118,Gnó agus Gaeilge / Business and Irish,Dublin City University,8,Business and administration,368.0,331.0,387.0,377.0,402.0,381.0
DC119,Global Business (Canada),Dublin City University,8,Business and administration,601.0,590.0,577.0,566.0,545.0,544.0
DC120,Computing for Business,Dublin City University,8,Information and Communication Technologies (ICTs),403.0,419.0,418.0,414.0,400.0,354.0
DC121,Computer Science,Dublin City University,8,Information and Communication Technologies (ICTs),475.0,498.0,498.0,498.0,487.0,443.0
DC123,Data Science,Dublin City University,8,Information and Communication Technologies (ICTs),501.0,500.0,501.0,499.0,500.0,489.0
DC126,Actuarial Mathematics,Dublin City University,8,Mathematics and statistics,577.0,589.0,577.0,578.0,589.0,578.0
DC127,Common Entry into Actuarial and Financial Mathematics,Dublin City University,8,Mathematics and statistics,541.0,543.0,531.0,545.0,555.0,543.0
DC131,Communication Studies,Dublin City University,8,Journalism and information,421.0,412.0,400.0,357.0,360.0,378.0
DC132,Journalism,Dublin City University,8,Journalism and information,452.0,432.0,388.0,389.0,409.0,410.0
DC133,Multimedia,Dublin City University,8,Arts,435.0,440.0,412.0,387.0,388.0,348.0
DC155,Applied Language and Translation Studies,Dublin City University,8,Languages,427.0,431.0,442.0,393.0,378.0,358.0
DC160,Chemistry with Artificial Intelligence,Dublin City University,8,Physical sciences,,,,,413.0,413.0
DC161,Analytical Science,Dublin City University,8,Physical sciences,498.0,476.0,432.0,431.0,410.0,440.0
DC162,Chemical and Pharmaceutical Sciences,Dublin City University,8,Physical sciences,531.0,532.0,499.0,485.0,477.0,500.0
DC163,Chemical Sciences (General Entry),Dublin City University,8,Physical sciences,466.0,465.0,405.0,404.0,402.0,409.0
DC166,Environmental Science and Technology,Dublin City University,8,Environment,423.0,444.0,441.0,434.0,434.0,434.0
DC168,Genetics and Cell Biology,Dublin City University,8,Biological and related sciences,543.0,543.0,532.0,532.0,518.0,509.0
DC175,Physics (General Entry),Dublin City University,8,Physical sciences,400.0,422.0,402.0,402.0,413.0,440.0
DC180,Biological Sciences (General Entry),Dublin City University,8,Biological and related sciences,530.0,511.0,488.0,487.0,466.0,477.0
DC181,Biotechnology,Dublin City University,8,Biological and related sciences,530.0,521.0,522.0,520.0,498.0,510.0
DC190,Electronic and Computer Engineering,Dublin City University,8,Engineering and engineering trades,488.0,501.0,500.0,520.0,531.0,544.0
DC193,Mechatronic Engineering,Dublin City University,8,Engineering and engineering trades,490.0,510.0,501.0,520.0,533.0,543.0
DC194,Mechanical and Sustainability Engineering,Dublin City University,8,Environment,476.0,509.0,494.0,510.0,533.0,542.0
DC195,Mechanical and Manufacturing Engineering,Dublin City University,8,Engineering and engineering trades,500.0,511.0,509.0,522.0,542.0,552.0
DC197,Biomedical Engineering,Dublin City University,8,Manufacturing and processing,510.0,544.0,531.0,533.0,544.0,543.0
DC200,Common Entry into Engineering (Undenominated Entry),Dublin City University,8,Engineering and engineering trades,511.0,534.0,521.0,521.0,543.0,555.0
DC202,Sport Science and Health,Dublin City University,8,Health,511.0,522.0,520.0,511.0,518.0,519.0
DC203,Science and Mathematics Education,Dublin City University,8,Education,462.0,413.0,434.0,434.0,443.0,467.0
DC204,Athletic Therapy and Training,Dublin City University,8,Health,558.0,554.0,555.0,565.0,554.0,544.0
DC205,Physical Education with Biology,Dublin City University,8,Education,565.0,565.0,556.0,542.0,521.0,532.0
DC206,Physical Education with Mathematics,Dublin City University,8,Education,521.0,532.0,501.0,508.0,499.0,509.0
DC207,Psychology and Mathematics,Dublin City University,8,Social and behavioural sciences,521.0,520.0,480.0,487.0,492.0,498.0
DC208,Psychology,Dublin City University,8,Social and behavioural sciences,565.0,543.0,534.0,555.0,533.0,532.0
DC209,Health and Society,Dublin City University,8,Health,477.0,498.0,440.0,420.0,452.0,465.0
DC210,Psychology and Disruptive Technologies,Dublin City University,8,Social and behavioural sciences,506.0,518.0,473.0,496.0,496.0,487.0
DC215,General Nursing,Dublin City University,8,Health,456.0,447.0,389.0,411.0,424.0,440.0
DC216,Mental Health Nursing,Dublin City University,8,Health,420.0,414.0,330.0,340.0,359.0,388.0
DC217,Intellectual Disability Nursing,Dublin City University,8,Health,382.0,381.0,316.0,310.0,308.0,362.0
DC218,Children`s and General Nursing (Integrated),Dublin City University,8,Health,521.0,521.0,487.0,487.0,509.0,498.0
DC230,"Economics, Politics and Law",Dublin City University,8,Social and behavioural sciences,431.0,443.0,440.0,451.0,467.0,462.0
DC231,International Relations,Dublin City University,8,Social and behavioural sciences,398.0,376.0,388.0,371.0,411.0,415.0
DC232,Civil Law (BCL),Dublin City University,8,Law,469.0,498.0,476.0,489.0,496.0,496.0
DC235,Education and Training,Dublin City University,8,Education,302.0,337.0,336.0,337.0,346.0,347.0
DC238,Social Sciences and Cultural Innovation,Dublin City University,8,Humanities (except languages),387.0,395.0,338.0,337.0,334.0,342.0
DC240,"Marketing, Innovation and Technology",Dublin City University,8,Business and administration,499.0,496.0,484.0,477.0,487.0,465.0
DC241,Digital Business and Innovation,Dublin City University,8,Business and administration,509.0,507.0,462.0,464.0,468.0,452.0
DC291,Arts: Joint Honours (Media Studies),Dublin City University,8,Arts,350.0,388.0,368.0,368.0,358.0,362.0
DC292,Arts: Joint Honours (Law),Dublin City University,8,Arts,400.0,399.0,379.0,378.0,398.0,413.0
DC293,Arts: Joint Honours (International Languages),Dublin City University,8,Arts,379.0,388.0,392.0,410.0,360.0,347.0
DC294,Climate and Environmental Sustainability,Dublin City University,8,Environment,475.0,473.0,473.0,454.0,431.0,400.0
DC295,Arts: Joint Honours (Politics),Dublin City University,8,Arts,349.0,367.0,357.0,358.0,387.0,387.0
DK710,Business and Management,Dundalk Institute of Technology,7,Business and administration,120.0,0.0,140.0,0.0,0.0,
DK711,Business and Technology,Dundalk Institute of Technology,7,Business and administration,140.0,0.0,190.0,200.0,225.0,200.0
DK712,Digital Marketing and Public Relations,Dundalk Institute of Technology,7,Business and administration,206.0,206.0,208.0,156.0,0.0,206.0
DK721,Computing,Dundalk Institute of Technology,7,Information and Communication Technologies (ICTs),120.0,158.0,126.0,215.0,148.0,
DK723,Computing Systems and Operations,Dundalk Institute of Technology,7,Information and Communication Technologies (ICTs),,,248.0,190.0,0.0,231.0
DK730,Building Surveying,Dundalk Institute of Technology,7,Architecture and construction,243.0,272.0,170.0,210.0,182.0,270.0
DK731,Architectural Technology,Dundalk Institute of Technology,7,Architecture and construction,253.0,341.0,140.0,198.0,190.0,326.0
DK732,Construction Management,Dundalk Institute of Technology,7,Architecture and construction,243.0,279.0,140.0,215.0,120.0,300.0
DK734,Quantity Surveying,Dundalk Institute of Technology,7,Architecture and construction,,,,165.0,0.0,299.0
DK740,Engineering - Electrical and Electronic Systems,Dundalk Institute of Technology,7,Engineering and engineering trades,163.0,155.0,176.0,182.0,142.0,
DK742,Engineering - Mechanical Engineering,Dundalk Institute of Technology,7,Engineering and engineering trades,166.0,168.0,181.0,183.0,0.0,165.0
DK744,Engineering - Civil Engineering,Dundalk Institute of Technology,7,Architecture and construction,165.0,192.0,0.0,224.0,142.0,207.0
DK750,Hospitality Management,Dundalk Institute of Technology,7,Personal services,223.0,204.0,100.0,0.0,190.0,271.0
DK752,Event Management,Dundalk Institute of Technology,7,Personal services,224.0,204.0,174.0,157.0,167.0,
DK753,Culinary Arts,Dundalk Institute of Technology,7,Personal services,192.0,210.0,140.0,194.0,216.0,232.0
DK763,"Sport, Exercise and Enterprise",Dundalk Institute of Technology,7,Personal services,205.0,0.0,100.0,0.0,136.0,
DK767,"Community Youth Work (portfolio,interview)",Dundalk Institute of Technology,7,Welfare,240.0,240.0,240.0,240.0,240.0,240.0
DK768,Audio and Music Production,Dundalk Institute of Technology,7,Arts,329.0,368.0,328.0,227.0,201.0,205.0
DK769,Creative Media,Dundalk Institute of Technology,7,Arts,265.0,377.0,282.0,210.0,190.0,174.0
DK770,Theatre and Film Practice,Dundalk Institute of Technology,7,Arts,140.0,165.0,227.0,228.0,215.0,199.0
DK781,Science - Bioscience,Dundalk Institute of Technology,7,Biological and related sciences,376.0,218.0,235.0,166.0,204.0,223.0
DK783,Science - Pharmaceutical Science,Dundalk Institute of Technology,7,Biological and related sciences,346.0,211.0,168.0,209.0,192.0,
DK784,Veterinary Nursing,Dundalk Institute of Technology,7,Veterinary,451.0,434.0,387.0,455.0,424.0,419.0
DK792,Music and Performance Technologies,Dundalk Institute of Technology,7,Arts,,,,272.0,166.0,
DK801,International Business with Digitalisation,Dundalk Institute of Technology,8,Information and Communication Technologies (ICTs),,,244.0,298.0,297.0,261.0
DK802,Business with Management,Dundalk Institute of Technology,8,Business and administration,,,267.0,244.0,252.0,200.0
DK810,Accounting and Finance,Dundalk Institute of Technology,8,Business and administration,307.0,229.0,247.0,227.0,210.0,195.0
DK816,Business Studies,Dundalk Institute of Technology,8,Business and administration,301.0,299.0,236.0,209.0,219.0,209.0
DK818,Digital Marketing and Strategic Communication,Dundalk Institute of Technology,8,Business and administration,,,274.0,289.0,184.0,263.0
DK820,Games Development,Dundalk Institute of Technology,8,Information and Communication Technologies (ICTs),309.0,309.0,278.0,279.0,256.0,234.0
DK821,Computing in Software Development,Dundalk Institute of Technology,8,Information and Communication Technologies (ICTs),320.0,319.0,238.0,222.0,235.0,235.0
DK824,Computing Systems and Operations,Dundalk Institute of Technology,8,Information and Communication Technologies (ICTs),,280.0,248.0,240.0,282.0,261.0
DK830,Building Surveying,Dundalk Institute of Technology,8,Architecture and construction,305.0,293.0,309.0,194.0,234.0,318.0
DK831,Architectural Technology,Dundalk Institute of Technology,8,Architecture and construction,368.0,381.0,367.0,234.0,221.0,331.0
DK832,Construction Management,Dundalk Institute of Technology,8,Architecture and construction,358.0,380.0,288.0,236.0,252.0,318.0
DK834,Quantity Surveying,Dundalk Institute of Technology,8,Architecture and construction,,,,210.0,234.0,331.0
DK843,Engineering (Common Entry),Dundalk Institute of Technology,8,Engineering and engineering trades,404.0,336.0,343.0,368.0,285.0,275.0
DK844,Mechanical Engineering,Dundalk Institute of Technology,8,Engineering and engineering trades,336.0,404.0,334.0,381.0,287.0,287.0
DK845,Electrical and Electronic Engineering,Dundalk Institute of Technology,8,Engineering and engineering trades,331.0,361.0,220.0,393.0,309.0,299.0
DK846,Civil Engineering,Dundalk Institute of Technology,8,Architecture and construction,371.0,330.0,395.0,392.0,317.0,269.0
DK850,International Tourism Management,Dundalk Institute of Technology,8,Personal services,303.0,210.0,237.0,240.0,279.0,316.0
DK851,Hospitality Management with Business,Dundalk Institute of Technology,8,Personal services,,,298.0,291.0,243.0,327.0
DK852,Event Management with Marketing,Dundalk Institute of Technology,8,Personal services,,,244.0,271.0,245.0,269.0
DK853,Marketing and International Tourism Management,Dundalk Institute of Technology,8,Business and administration,,,305.0,328.0,262.0,306.0
DK861,Arts,Dundalk Institute of Technology,8,Social and behavioural sciences,302.0,235.0,228.0,234.0,234.0,237.0
DK862,Social Care,Dundalk Institute of Technology,8,Welfare,322.0,327.0,251.0,266.0,262.0,281.0
DK863,Creative Media,Dundalk Institute of Technology,8,Arts,336.0,409.0,299.0,228.0,233.0,279.0
DK864,Film and Television Production,Dundalk Institute of Technology,8,Arts,308.0,350.0,246.0,248.0,235.0,246.0
DK865,Audio and Music Production,Dundalk Institute of Technology,8,Arts,352.0,393.0,323.0,261.0,236.0,219.0
DK866,"Applied Youth Work (portfolio,interview)",Dundalk Institute of Technology,8,Welfare,,,280.0,240.0,240.0,240.0
DK867,Sport and Exercise with Business,Dundalk Institute of Technology,8,Personal services,,,192.0,225.0,228.0,184.0
DK870,General Nursing,Dundalk Institute of Technology,8,Health,440.0,415.0,380.0,368.0,381.0,403.0
DK872,Intellectual Disability Nursing,Dundalk Institute of Technology,8,Health,367.0,320.0,279.0,271.0,262.0,297.0
DK874,Mental Health Nursing,Dundalk Institute of Technology,8,Health,398.0,377.0,367.0,270.0,310.0,366.0
DK876,Early Childhood Studies,Dundalk Institute of Technology,8,Welfare,300.0,240.0,226.0,224.0,243.0,327.0
DK877,Midwifery,Dundalk Institute of Technology,8,Health,482.0,432.0,453.0,413.0,425.0,449.0
DK880,Health and Physical Activity,Dundalk Institute of Technology,8,Health,301.0,307.0,228.0,251.0,235.0,226.0
DK882,Agriculture,Dundalk Institute of Technology,8,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",342.0,319.0,300.0,358.0,368.0,373.0
DK883,Science,Dundalk Institute of Technology,8,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",373.0,260.0,238.0,253.0,270.0,247.0
DK888,Nutrition and Health,Dundalk Institute of Technology,8,Health,,,252.0,251.0,234.0,262.0
DK892,Music and Performance Technologies,Dundalk Institute of Technology,8,Arts,,,,272.0,244.0,260.0
DL822,Arts Management,"Dun Laoghaire Institute of Art, Design and Technology",8,Business and administration,254.0,210.0,261.0,256.0,243.0,
DL822,Arts Management,Dun Laoghaire Institute of Art  Design and Technology,8,Business and administration,,,,,,194.0
DL823,Business Management,"Dun Laoghaire Institute of Art, Design and Technology",8,Business and administration,220.0,252.0,235.0,247.0,220.0,
DL823,Business Management,Dun Laoghaire Institute of Art  Design and Technology,8,Business and administration,,,,,,217.0
DL825,Applied Psychology,"Dun Laoghaire Institute of Art, Design and Technology",8,Social and behavioural sciences,418.0,418.0,414.0,389.0,378.0,
DL825,Applied Psychology,Dun Laoghaire Institute of Art  Design and Technology,8,Social and behavioural sciences,,,,,,400.0
DL826,Graphic Design (portfolio),"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,591.0,590.0,558.0,549.0,534.0,
DL826,Graphic Design (portfolio),Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,573.0
DL827,Art (portfolio),"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,574.0,547.0,515.0,547.0,577.0,
DL827,Art (portfolio),Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,501.0
DL832,Animation (portfolio),"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,989.0,1004.0,1007.0,1026.0,945.0,
DL832,Animation (portfolio),Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,932.0
DL833,Photography and Visual Media (portfolio),"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,671.0,670.0,549.0,663.0,554.0,
DL833,Photography and Visual Media (portfolio),Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,744.0
DL836,Creative Computing,"Dun Laoghaire Institute of Art, Design and Technology",8,Information and Communication Technologies (ICTs),235.0,218.0,256.0,210.0,227.0,
DL836,Creative Computing,Dun Laoghaire Institute of Art  Design and Technology,8,Information and Communication Technologies (ICTs),,,,,,237.0
DL837,New Media Studies,"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,298.0,246.0,218.0,226.0,227.0,
DL837,New Media Studies,Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,222.0
DL838,Creative Music Production (portfolio/audition),"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,713.0,747.0,804.0,753.0,738.0,
DL838,Creative Music Production (portfolio/audition),Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,671.0
DL840,Digital Marketing,"Dun Laoghaire Institute of Art, Design and Technology",8,Business and administration,210.0,256.0,192.0,203.0,209.0,
DL840,Digital Marketing,Dun Laoghaire Institute of Art  Design and Technology,8,Business and administration,,,,,,252.0
DL843,Film (portfolio),"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,987.0,931.0,994.0,1086.0,960.0,
DL843,Film (portfolio),Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,913.0
DL844,Television (portfolio),"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,566.0,657.0,924.0,792.0,578.0,
DL844,Television (portfolio),Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,702.0
DL845,Design for Film (portfolio),"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,628.0,531.0,734.0,680.0,595.0,
DL845,Design for Film (portfolio),Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,783.0
DL847,3D Animation (portfolio),"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,,,726.0,873.0,605.0,
DL847,3D Animation (portfolio),Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,693.0
DL848,Business and Digital Technology,"Dun Laoghaire Institute of Art, Design and Technology",8,Business and administration,,,236.0,244.0,219.0,
DL848,Business and Digital Technology,Dun Laoghaire Institute of Art  Design and Technology,8,Business and administration,,,,,,210.0
DL849,English and Media Studies,"Dun Laoghaire Institute of Art, Design and Technology",8,Arts,,,230.0,256.0,280.0,
DL849,English and Media Studies,Dun Laoghaire Institute of Art  Design and Technology,8,Arts,,,,,,241.0
DL854,Game Design,"Dun Laoghaire Institute of Art, Design and Technology",8,Information and Communication Technologies (ICTs),,,,,368.0,
DL854,Game Design,Dun Laoghaire Institute of Art  Design and Technology,8,Information and Communication Technologies (ICTs),,,,,,408.0
DL856,"Film (Joint International programme,portfolio,interview)","Dun Laoghaire Institute of Art, Design and Technology",8,Arts,,,,,530.0,
DN100,Architecture,University College Dublin (NUI),8,Architecture and construction,555.0,556.0,567.0,553.0,556.0,554.0
DN120,Landscape Architecture,University College Dublin (NUI),8,Architecture and construction,463.0,455.0,477.0,474.0,485.0,478.0
DN130,City Planning and Environmental Policy,University College Dublin (NUI),8,Architecture and construction,445.0,455.0,487.0,477.0,481.0,474.0
DN150,Engineering,University College Dublin (NUI),8,Engineering and engineering trades,565.0,577.0,567.0,568.0,578.0,577.0
DN200,Science,University College Dublin (NUI),8,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",577.0,566.0,555.0,544.0,544.0,540.0
DN201,Computer Science,University College Dublin (NUI),8,Information and Communication Technologies (ICTs),554.0,567.0,560.0,542.0,542.0,510.0
DN230,Actuarial & Financial Studies,University College Dublin (NUI),8,Mathematics and statistics,613.0,613.0,613.0,613.0,613.0,602.0
DN240,Sustainability,University College Dublin (NUI),8,Environment,510.0,543.0,530.0,531.0,532.0,529.0
DN250,Agricultural Science,University College Dublin (NUI),8,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",454.0,400.0,400.0,400.0,432.0,417.0
DN261,Food Science,University College Dublin (NUI),8,Agriculture,531.0,510.0,498.0,496.0,466.0,479.0
DN262,Human Nutrition,University College Dublin (NUI),8,Health,566.0,554.0,534.0,532.0,530.0,532.0
DN300,Veterinary Medicine - Undergraduate Entry (practical experience required),University College Dublin (NUI),8,Veterinary,601.0,601.0,589.0,589.0,590.0,589.0
DN310,Veterinary Nursing,University College Dublin (NUI),8,Veterinary,521.0,500.0,518.0,499.0,500.0,484.0
DN400,Medicine (Undergraduate Entry - HPAT required),University College Dublin (NUI),8,Health,743.0,743.0,736.0,735.0,738.0,738.0
DN401,Medicine (Graduate Entry - GAMSAT required),University College Dublin (NUI),8,Health,61.0,60.0,,57.0,,
DN410,Radiography,University College Dublin (NUI),8,Health,566.0,556.0,556.0,555.0,545.0,543.0
