Course Code,Course Title,HE Institution,Course Level,Category,2021,2022,2023,2024,2025,2026
US702,Creative Broadcast and Film Production,Technological University of the Shannon,7,Arts,,,308.0,308.0,241.0,243.0
US703,Music Production and Technology,Technological University of the Shannon,7,Arts,,,281.0,281.0,246.0,246.0
US704,Music and Sound Engineering,Technological University of the Shannon,7,Arts,,,260.0,285.0,206.0,290.0
US710,Computing  - Mobile and Web,Technological University of the Shannon,7,Information and Communication Technologies (ICTs),,,232.0,205.0,200.0,197.0
US711,Computer Engineering with Network Infrastructure,Technological University of the Shannon,7,Information and Communication Technologies (ICTs),,,214.0,270.0,279.0,283.0
US712,Software Design with Artificial Intelligence for Cloud Computing,Technological University of the Shannon,7,Information and Communication Technologies (ICTs),,,250.0,270.0,250.0,250.0
US713,Software Design with Virtual Reality and Gaming,Technological University of the Shannon,7,Information and Communication Technologies (ICTs),,,233.0,226.0,244.0,271.0
US714,Computer Engineering,Technological University of the Shannon,7,Information and Communication Technologies (ICTs),,,215.0,220.0,207.0,205.0
US715,Software Design with Digitalisation,Technological University of the Shannon,7,Information and Communication Technologies (ICTs),,,236.0,243.0,252.0,252.0
US720,Business,Technological University of the Shannon,7,Business and administration,,,243.0,231.0,171.0,297.0
US721,Business,Technological University of the Shannon,7,Business and administration,,,233.0,278.0,196.0,170.0
US723,Enterprise and Innovation,Technological University of the Shannon,7,Business and administration,,,176.0,179.0,192.0,188.0
US724,Digital Marketing,Technological University of the Shannon,7,Business and administration,,,252.0,210.0,190.0,187.0
US730,Applied Biology,Technological University of the Shannon,7,Biological and related sciences,,,356.0,297.0,288.0,368.0
US731,Biotechnology,Technological University of the Shannon,7,Biological and related sciences,,,323.0,320.0,225.0,252.0
US732,Forensic and Pharmaceutical Sciences,Technological University of the Shannon,7,Physical sciences,,,340.0,256.0,309.0,357.0
US733,Pharmaceutical Sciences (Drug Development and Analysis),Technological University of the Shannon,7,Physical sciences,,,258.0,222.0,223.0,260.0
US735,Medical Technology,Technological University of the Shannon,7,Health,,,398.0,358.0,317.0,402.0
US738,Veterinary Nursing,Technological University of the Shannon,7,Veterinary,,,400.0,390.0,430.0,409.0
US740,Agricultural Science and Sustainability,Technological University of the Shannon,7,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",,,251.0,239.0,225.0,300.0
US750,Electrical Engineering,Technological University of the Shannon,7,Engineering and engineering trades,,,328.0,289.0,250.0,251.0
US751,Electronic Engineering with Computer Systems,Technological University of the Shannon,7,Engineering and engineering trades,,,247.0,227.0,217.0,339.0
US752,Renewable and Electrical Energy Engineering,Technological University of the Shannon,7,Engineering and engineering trades,,,290.0,280.0,270.0,270.0
US753,Robotics and Automation Engineering,Technological University of the Shannon,7,Engineering and engineering trades,,,293.0,197.0,215.0,244.0
US760,Civil Engineering,Technological University of the Shannon,7,Architecture and construction,,,243.0,234.0,206.0,190.0
US761,Civil Engineering,Technological University of the Shannon,7,Architecture and construction,,,228.0,240.0,242.0,234.0
US769,Agricultural Engineering,Technological University of the Shannon,7,Engineering and engineering trades,,,,303.0,311.0,272.0
US771,Mechanical Engineering,Technological University of the Shannon,7,Engineering and engineering trades,,,309.0,300.0,301.0,289.0
US773,Engineering (Common Entry),Technological University of the Shannon,7,Engineering and engineering trades,,,251.0,231.0,223.0,336.0
US778,Animation and Illustration (portfolio),Technological University of the Shannon,7,Arts,,,,783.0,623.0,665.0
US779,Engineering Technology Management,Technological University of the Shannon,7,Information and Communication Technologies (ICTs),,,,307.0,246.0,232.0
US780,Early Childhood Education and Care,Technological University of the Shannon,7,Welfare,,,180.0,196.0,243.0,306.0
US781,Social Care Work,Technological University of the Shannon,7,Welfare,,,173.0,144.0,206.0,339.0
US782,Applied Social Studies in Social Care,Technological University of the Shannon,7,Welfare,,,237.0,218.0,180.0,214.0
US783,Early Childhood Education and Care,Technological University of the Shannon,7,Welfare,,,,306.0,205.0,273.0
US784,Applied Sports Science with Sport and Exercise Nutrition,Technological University of the Shannon,7,Personal services,,,,218.0,206.0,219.0
US785,Sports Development and Performance,Technological University of the Shannon,7,Personal services,,,253.0,230.0,207.0,209.0
US786,Applied Sport Science Strength and Conditioning,Technological University of the Shannon,7,Personal services,,,288.0,188.0,235.0,242.0
US787,Business Studies with Sports Management,Technological University of the Shannon,7,Business and administration,,,280.0,271.0,207.0,225.0
US788,Exercise and Health Science,Technological University of the Shannon,7,Personal services,,,234.0,241.0,208.0,210.0
US789,Applied Sport Science with Performance Technology,Technological University of the Shannon,7,Biological and related sciences,,,,216.0,231.0,233.0
US791,Business Studies with Event Management,Technological University of the Shannon,7,Business and administration,,,300.0,242.0,188.0,189.0
US792,Business Studies with Beauty and Spa Management,Technological University of the Shannon,7,Personal services,,,292.0,222.0,171.0,173.0
US793,Business Studies with Event Mangement,Technological University of the Shannon,7,Business and administration,,,,251.0,241.0,242.0
US795,Culinary Arts,Technological University of the Shannon,7,Personal services,,,262.0,163.0,205.0,222.0
US800,Art and Design (Common Entry - portfolio),Technological University of the Shannon,8,Arts,,,794.0,785.0,837.0,816.0
US801,B Ed Art and Design (Offered jointly by TUS and UL - portfolio),Technological University of the Shannon,8,Education,,,945.0,841.0,949.0,948.0
US802,Animation and Illustration (portfolio),Technological University of the Shannon,8,Arts,,,937.0,874.0,733.0,944.0
US803,Graphic and Digital Design (portfolio),Technological University of the Shannon,8,Arts,,,807.0,761.0,839.0,792.0
US805,Digital Animation (portfolio),Technological University of the Shannon,8,Arts,,,662.0,742.0,789.0,691.0
US806,Game Art and Design (portfolio),Technological University of the Shannon,8,Arts,,,781.0,830.0,844.0,846.0
US807,Creative Broadcast and Film Production,Technological University of the Shannon,8,Arts,,,336.0,307.0,307.0,308.0
US808,Music Production and Technology,Technological University of the Shannon,8,Arts,,,308.0,299.0,288.0,356.0
US809,Music and Sound Engineering,Technological University of the Shannon,8,Arts,,,307.0,290.0,297.0,316.0
US810,"Visual Effects for Film, TV and Animation (portfolio)",Technological University of the Shannon,8,Arts,,,,935.0,920.0,
US811,Interior Design (portfolio),Technological University of the Shannon,8,Arts,,,,819.0,846.0,919.0
US812,Design Engineering,Technological University of the Shannon,8,Manufacturing and processing,,,,432.0,319.0,
US819,Software Development with Cyber Security,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,,,234.0,272.0
US820,Software Development,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,338.0,338.0,252.0,307.0
US821,Software Design with Virtual Reality and Gaming,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,290.0,289.0,280.0,289.0
US822,Software Design with Artificial Intelligence for Cloud Computing,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,328.0,333.0,342.0,306.0
US823,Software Design with Digitalisation,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,272.0,300.0,299.0,283.0
US824,Computer Engineering with Network Infrastructure,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,300.0,423.0,315.0,302.0
US825,Immersive Digital Media,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,247.0,254.0,291.0,280.0
US826,Computing - Mobile and  Web,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,300.0,306.0,280.0,270.0
US827,Computer Networks and Cyber Security,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,319.0,328.0,244.0,269.0
US828,Software Development with Games Programming,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,260.0,270.0,230.0,270.0
US836,Business Studies (AI for Enterprise),Technological University of the Shannon,8,Business and administration,,,,,347.0,413.0
US837,Law,Technological University of the Shannon,8,Law,,,,318.0,328.0,377.0
US838,Business and Law,Technological University of the Shannon,8,Business and administration,,,,292.0,295.0,298.0
US840,Business,Technological University of the Shannon,8,Business and administration,,,297.0,289.0,278.0,280.0
US841,Business,Technological University of the Shannon,8,Business and administration,,,339.0,300.0,316.0,328.0
US842,Business,Technological University of the Shannon,8,Business and administration,,,243.0,220.0,253.0,253.0
US843,Business Studies (Digital Marketing),Technological University of the Shannon,8,Business and administration,,,260.0,253.0,279.0,308.0
US844,Digital Marketing,Technological University of the Shannon,8,Business and administration,,,292.0,235.0,270.0,271.0
US845,Accounting and Finance,Technological University of the Shannon,8,Business and administration,,,350.0,350.0,357.0,410.0
US846,Accounting with Finance,Technological University of the Shannon,8,Business and administration,,,336.0,298.0,358.0,
US847,Accounting with Finance (with Placement),Technological University of the Shannon,8,Business and administration,,,309.0,309.0,318.0,307.0
US848,Business and Law,Technological University of the Shannon,8,Law,,,291.0,280.0,270.0,262.0
US850,Law,Technological University of the Shannon,8,Law,,,328.0,327.0,327.0,320.0
US851,Business Studies (Marketing and Management),Technological University of the Shannon,8,Business and administration,,,270.0,251.0,244.0,288.0
US852,Business Studies (Enterprise and Innovation),Technological University of the Shannon,8,Business and administration,,,259.0,264.0,244.0,251.0
US853,International Business,Technological University of the Shannon,8,Business and administration,,,282.0,291.0,279.0,327.0
US854,International Business Studies,Technological University of the Shannon,8,Business and administration,,,299.0,303.0,243.0,251.0
US860,Biotechnology with Biopharmaceutical Science,Technological University of the Shannon,8,Biological and related sciences,,,400.0,378.0,408.0,465.0
US861,Biotechnology,Technological University of the Shannon,8,Biological and related sciences,,,339.0,324.0,336.0,410.0
US862,Microbiology,Technological University of the Shannon,8,Biological and related sciences,,,309.0,308.0,320.0,367.0
US863,Forensic and Pharmaceutical Sciences,Technological University of the Shannon,8,Physical sciences,,,444.0,441.0,429.0,467.0
US864,Drug and Medicinal Product Analysis,Technological University of the Shannon,8,Biological and related sciences,,,309.0,309.0,306.0,318.0
US865,Pharmacology,Technological University of the Shannon,8,Biological and related sciences,,,307.0,305.0,252.0,319.0
US866,Pharmaceutical Sciences,Technological University of the Shannon,8,Physical sciences,,,291.0,280.0,300.0,346.0
US867,Bioveterinary Science,Technological University of the Shannon,8,Biological and related sciences,,,293.0,289.0,290.0,290.0
US869,Medical Technology,Technological University of the Shannon,8,Health,,,346.0,347.0,381.0,423.0
US870,Agricultural Science and Sustainability,Technological University of the Shannon,8,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",,,308.0,302.0,300.0,317.0
US877,General Nursing,Technological University of the Shannon,8,Health,,,370.0,378.0,389.0,419.0
US878,Mental Health Nursing,Technological University of the Shannon,8,Health,,,346.0,299.0,327.0,353.0
US880,Quantity Surveying,Technological University of the Shannon,8,Architecture and construction,,,308.0,288.0,288.0,338.0
US881,Quantity Surveying,Technological University of the Shannon,8,Architecture and construction,,,304.0,308.0,327.0,319.0
US882,Property Valuation and Management,Technological University of the Shannon,8,Architecture and construction,,,337.0,306.0,270.0,316.0
US883,Built Environment (Common Entry),Technological University of the Shannon,8,Architecture and construction,,,334.0,300.0,315.0,300.0
US884,Construction Management,Technological University of the Shannon,8,Architecture and construction,,,300.0,290.0,243.0,281.0
US885,Construction Management,Technological University of the Shannon,8,Architecture and construction,,,280.0,280.0,270.0,293.0
US886,Civil Engineering Management,Technological University of the Shannon,8,Architecture and construction,,,349.0,358.0,327.0,339.0
US887,Civil Engineering,Technological University of the Shannon,8,Architecture and construction,,,476.0,437.0,410.0,403.0
US888,Built Environment (Common Entry),Technological University of the Shannon,8,Architecture and construction,,,300.0,,313.0,299.0
US900,Electrical Engineering,Technological University of the Shannon,8,Engineering and engineering trades,,,340.0,347.0,348.0,358.0
US901,Renewable and Electrical Energy Engineering,Technological University of the Shannon,8,Engineering and engineering trades,,,336.0,304.0,336.0,341.0
US902,Robotics and Automation Engineering,Technological University of the Shannon,8,Engineering and engineering trades,,,326.0,328.0,301.0,390.0
US903,Electronic Engineering with Computer Systems,Technological University of the Shannon,8,Engineering and engineering trades,,,311.0,278.0,279.0,351.0
US909,Engineering Technology Management,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,,319.0,329.0,309.0
US910,Mechanical Engineering,Technological University of the Shannon,8,Engineering and engineering trades,,,309.0,309.0,278.0,388.0
US911,Mechanical Engineering,Technological University of the Shannon,8,Engineering and engineering trades,,,311.0,318.0,337.0,339.0
US912,Mechanical Engineering with Energy,Technological University of the Shannon,8,Engineering and engineering trades,,,327.0,342.0,308.0,389.0
US913,Polymer and Mechanical  Engineering,Technological University of the Shannon,8,Manufacturing and processing,,,329.0,369.0,302.0,413.0
US914,Precision Engineering,Technological University of the Shannon,8,Engineering and engineering trades,,,300.0,246.0,245.0,266.0
US915,Automotive Engineering and Transport Management,Technological University of the Shannon,8,Engineering and engineering trades,,,353.0,314.0,255.0,302.0
US916,Automation and Robotics,Technological University of the Shannon,8,Engineering and engineering trades,,,341.0,318.0,251.0,379.0
US917,Computer Engineering,Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,,296.0,260.0,303.0
US918,International Software Design (with International Placement),Technological University of the Shannon,8,Information and Communication Technologies (ICTs),,,,,252.0,
US920,Social Care Work,Technological University of the Shannon,8,Welfare,,,341.0,337.0,327.0,358.0
US921,Social Care Practice,Technological University of the Shannon,8,Welfare,,,270.0,270.0,260.0,288.0
US922,Social Care Work,Technological University of the Shannon,8,Welfare,,,253.0,260.0,264.0,298.0
US923,Social Care Work,Technological University of the Shannon,8,Welfare,,,236.0,225.0,236.0,356.0
US924,Applied Psychology,Technological University of the Shannon,8,Social and behavioural sciences,,,408.0,403.0,424.0,388.0
US925,Applied Psychology,Technological University of the Shannon,8,Social and behavioural sciences,,,431.0,420.0,420.0,478.0
US926,Early Childhood Education and Care,Technological University of the Shannon,8,Welfare,,,263.0,262.0,251.0,319.0
US927,Early Childhood Education and Care,Technological University of the Shannon,8,Welfare,,,329.0,298.0,270.0,317.0
US928,Community and Addiction Studies,Technological University of the Shannon,8,Social and behavioural sciences,,,235.0,248.0,264.0,260.0
US931,Culinary Entrepreneurship,Technological University of the Shannon,8,Personal services,,,275.0,262.0,254.0,299.0
US932,Hospitality Management (with International Placement),Technological University of the Shannon,8,Personal services,,,251.0,273.0,241.0,255.0
US933,Physical Education Studies,Technological University of the Shannon,8,Personal services,,,,,350.0,381.0
US934,Physical Education with Business,Technological University of the Shannon,8,Personal services,,,,,366.0,368.0
US941,Business Studies with Event Management,Technological University of the Shannon,8,Personal services,,,300.0,251.0,243.0,245.0
US942,Business Studies with Event Management,Technological University of the Shannon,8,Business and administration,,,,251.0,297.0,310.0
US946,Business Studies with Beauty and Spa Management,Technological University of the Shannon,8,Personal services,,,328.0,280.0,269.0,260.0
US950,Nutrition and Health Science,Technological University of the Shannon,8,Health,,,307.0,287.0,336.0,408.0
US951,Sports Science with Exercise Physiology,Technological University of the Shannon,8,Health,,,339.0,368.0,420.0,426.0
US952,Sports Management (with International Placement),Technological University of the Shannon,8,Personal services,,,244.0,234.0,234.0,
US953,Business Studies with Sports Management,Technological University of the Shannon,8,Business and administration,,,209.0,225.0,253.0,252.0
US954,Sports Development and Performance,Technological University of the Shannon,8,Personal services,,,290.0,264.0,279.0,296.0
US956,Athletic and Rehabilitation Therapy,Technological University of the Shannon,8,Health,,,465.0,484.0,488.0,453.0
US957,Physical Activity and Health Science,Technological University of the Shannon,8,Health,,,289.0,271.0,273.0,289.0
US958,Applied Sports Science with Strength and Conditioning,Technological University of the Shannon,8,Biological and related sciences,,,219.0,244.0,254.0,260.0
US959,Applied Sports Science with Performance Technology,Technological University of the Shannon,8,Biological and related sciences,,,308.0,278.0,246.0,271.0
US961,Applied Sports Science with Sport and Exercise Nutrition,Technological University of the Shannon,8,Personal services,,,,218.0,236.0,243.0
