Course Title,Course Code,R1 Points,HE Institution,AQA,Year,Points,Course Level,Category
Engineering (General Entry) [Bolton St AND Grangegorman],TU709,478,Technological University Dublin,FALSE,2026,478,7,Engineering and engineering trades
Computer Engineering [Blanchardstown],TU713,222,Technological University Dublin,FALSE,2026,222,7,Engineering and engineering trades
Electronics and Communications Engineering [Grangegorman],TU714,,Technological University Dublin,TRUE,2026,,7,Engineering and engineering trades
Networking Technologies [Grangegorman],TU716,205,Technological University Dublin,FALSE,2026,205,7,Engineering and engineering trades
Mechanical Engineering [Bolton Street],TU717,433,Technological University Dublin,FALSE,2026,433,7,Engineering and engineering trades
Automotive Management and Technology [Bolton Street],TU720,,Technological University Dublin,TRUE,2026,,7,Engineering and engineering trades
Aviation Technology [Bolton Street],TU721,390,Technological University Dublin,FALSE,2026,390,7,Engineering and engineering trades
Process Instrumentation and Automation (Learn and Work) [Blanchardstown],TU722,,Technological University Dublin,TRUE,2026,,7,Engineering and engineering trades
Mechanical Engineering [Tallaght],TU725,,Technological University Dublin,TRUE,2026,,7,Engineering and engineering trades
Electronic Engineering and Engineering Software (General Entry) [Tallagh,TU726,209,Technological University Dublin,FALSE,2026,209,7,Engineering and engineering trades
"Auctioneering, Valuation and Estate Agency [Bolton Street]",TU731,366,Technological University Dublin,FALSE,2026,366,7,Business and administration
Sports Management and Coaching [Blanchardstown],TU735,245,Technological University Dublin,FALSE,2026,245,7,Personal services
Sports Science and Health [Tallaght],TU736,451,Technological University Dublin,FALSE,2026,451,7,Biological and related sciences
Sports Studies [Tallaght],TU737,302,Technological University Dublin,FALSE,2026,302,7,Biological and related sciences
Baking and Pastry Arts Management [Grangegorman],TU741,,Technological University Dublin,TRUE,2026,,7,Personal services
Culinary Arts [Tallaght],TU742,,Technological University Dublin,TRUE,2026,,7,Personal services
Hospitality Management [Grangegorman],TU745,,Technological University Dublin,TRUE,2026,,7,Personal services
International Hospitality and Tourism Management [Tallaght],TU746,,Technological University Dublin,TRUE,2026,,7,Personal services
Tourism Management [Grangegorman],TU747,,Technological University Dublin,TRUE,2026,,7,Personal services
Biosciences [Grangegorman],TU751,400,Technological University Dublin,FALSE,2026,400,7,Biological and related sciences
DNA and Forensic Analysis [Tallaght],TU752,410,Technological University Dublin,FALSE,2026,410,7,Biological and related sciences
Industrial and Environmental Physics [Grangegorman],TU754,250,Technological University Dublin,FALSE,2026,250,7,Physical sciences
Science (General Entry) [Grangegorman],TU755,401,Technological University Dublin,FALSE,2026,401,7,Physical sciences
Computing (General Entry) [Tallaght],TU756,,Technological University Dublin,TRUE,2026,,7,Information and Communication Technologies (ICTs)
Computing (Information Technology) [Blanchardstown],TU757,204,Technological University Dublin,FALSE,2026,204,7,Information and Communication Technologies (ICTs)
Digital Forensics and Cyber Security [Blanchardstown],TU758,270,Technological University Dublin,FALSE,2026,270,7,Information and Communication Technologies (ICTs)
Bioanalysis [Tallaght],TU760,336,Technological University Dublin,FALSE,2026,336,7,Biological and related sciences
Dispensing Optician [Grangegorman],TU761,455,Technological University Dublin,FALSE,2026,455,7,Physical sciences
Medicinal Chemistry and Pharmaceutical Sciences [Grangegorman],TU762,380,Technological University Dublin,FALSE,2026,380,7,Physical sciences
Pharmaceutical Science [Tallaght],TU763,368,Technological University Dublin,FALSE,2026,368,7,Biological and related sciences
Secure Networking and Cloud Technologies (Learn and Work) [Blanchardstow,TU767,241,Technological University Dublin,FALSE,2026,241,7,Information and Communication Technologies (ICTs)
Business (General Entry) [Blanchardstown],TU772,,Technological University Dublin,TRUE,2026,,7,Business and administration
Digital Marketing [Blanchardstown OR Tallaght],TU782,,Technological University Dublin,TRUE,2026,,7,Business and administration
Business (General Entry) [Tallaght],TU787,,Technological University Dublin,TRUE,2026,,7,Business and administration
Accounting and Finance (Campus Options) [Blanchardstown OR Tallaght],TU788,205,Technological University Dublin,FALSE,2026,205,7,Business and administration
Early Childhood Education and Care (Campus Options) [Blanchardstown OR T,TU790,,Technological University Dublin,TRUE,2026,,7,Welfare
Applied Social Studies in Social Care [Blanchardstown],TU791,250,Technological University Dublin,FALSE,2026,250,7,Welfare
Community and Youth Development [Blanchardstown],TU792,,Technological University Dublin,TRUE,2026,,7,Social and behavioural sciences
Visual Merchandising and Display [Portfolio] [Grangegorman],TU795,748,Technological University Dublin,FALSE,2026,748,7,Arts
Creative Digital Media [Blanchardstown],TU796,232,Technological University Dublin,FALSE,2026,232,7,Arts
Dental Nursing,TR801,510,Trinity College Dublin,FALSE,2026,510,7,Health
Dental Hygiene [Interview],TR802,625,Trinity College Dublin,FALSE,2026,625,7,Health
Dental Technology [Interview],TR803,589,Trinity College Dublin,FALSE,2026,589,7,Health
Business and Management,DK710,,Dundalk Institute of Technology,TRUE,2026,,7,Business and administration
Business and Technology,DK711,200,Dundalk Institute of Technology,FALSE,2026,200,7,Business and administration
Digital Marketing and Public Relations,DK712,206,Dundalk Institute of Technology,FALSE,2026,206,7,Business and administration
Computing in Games Development,DK720,,Dundalk Institute of Technology,TRUE,2026,,7,Information and Communication Technologies (ICTs)
Computing in Data Science and AI,DK722,243,Dundalk Institute of Technology,FALSE,2026,243,7,Information and Communication Technologies (ICTs)
Computing in Development and Operations Engineering,DK723,231,Dundalk Institute of Technology,FALSE,2026,231,7,Information and Communication Technologies (ICTs)
Computing in Cybersecurity and Computing Infrastructure,DK725,217,Dundalk Institute of Technology,FALSE,2026,217,7,Information and Communication Technologies (ICTs)
Computing in Software Development,DK726,261,Dundalk Institute of Technology,FALSE,2026,261,7,Information and Communication Technologies (ICTs)
Building Surveying,DK730,270,Dundalk Institute of Technology,FALSE,2026,270,7,Architecture and construction
Architectural Technology,DK731,326,Dundalk Institute of Technology,FALSE,2026,326,7,Architecture and construction
Construction Management,DK732,300,Dundalk Institute of Technology,FALSE,2026,300,7,Architecture and construction
Quantity Surveying,DK734,299,Dundalk Institute of Technology,FALSE,2026,299,7,Architecture and construction
Engineering - Electrical and Electronic Systems,DK740,,Dundalk Institute of Technology,TRUE,2026,,7,Engineering and engineering trades
Engineering - Mechanical Engineering,DK742,165,Dundalk Institute of Technology,FALSE,2026,165,7,Engineering and engineering trades
Engineering - Civil Engineering,DK744,207,Dundalk Institute of Technology,FALSE,2026,207,7,Architecture and construction
Hospitality Management,DK750,271,Dundalk Institute of Technology,FALSE,2026,271,7,Personal services
Event Management,DK752,,Dundalk Institute of Technology,TRUE,2026,,7,Personal services
Culinary Arts,DK753,232,Dundalk Institute of Technology,FALSE,2026,232,7,Personal services
"Sport, Exercise and Enterprise",DK763,,Dundalk Institute of Technology,TRUE,2026,,7,Personal services
Film and Television Production,DK764,272,Dundalk Institute of Technology,FALSE,2026,272,7,Arts
Community Youth Work [Interview],DK767,240,Dundalk Institute of Technology,FALSE,2026,240,7,Welfare
Audio and Music Production,DK768,205,Dundalk Institute of Technology,FALSE,2026,205,7,Arts
Creative Media,DK769,174,Dundalk Institute of Technology,FALSE,2026,174,7,Arts
Drama Theatre and Film,DK770,199,Dundalk Institute of Technology,FALSE,2026,199,7,Arts
Musical Theatre (Audition),DK771,465,Dundalk Institute of Technology,FALSE,2026,465,7,Arts
Science - Bioscience,DK781,223,Dundalk Institute of Technology,FALSE,2026,223,7,Biological and related sciences
Science - Pharmaceutical Science,DK783,,Dundalk Institute of Technology,TRUE,2026,,7,Biological and related sciences
Veterinary Nursing,DK784,419,Dundalk Institute of Technology,FALSE,2026,419,7,Veterinary
Business,GB001,142,Galway Business School,FALSE,2026,142,7,Business and administration
Equine Science,LM180,317,University of Limerick,FALSE,2026,317,6,Biological and related sciences
Strength and Conditioning [Online],SC601,308,Setanta College,FALSE,2026,308,6,Personal services
Strength and Conditioning [Online],SC701,349,Setanta College,FALSE,2026,349,7,Personal services
